review,rating
Best,5.0 out of 5 stars
Nice bag,4.0 out of 5 stars
Using it since 2 years. It’s vary specific and can be used for travelling or collage.,5.0 out of 5 stars
"This Bag is not for the person expect Teen or College going Students (Personal Perception)
That's all about it .",4.0 out of 5 stars
Design and Quality are looking promising,5.0 out of 5 stars
Show look and deliver product is so different,5.0 out of 5 stars
Very good product must by it it is very lightweight for children to carry,4.0 out of 5 stars
I LOVE THIS BAG,5.0 out of 5 stars
Best bag,5.0 out of 5 stars
Nice fabrics and we'll space,5.0 out of 5 stars
Best quality,5.0 out of 5 stars
It contain no rain cover which is a key point missing but the rest criteria it is quite upto the mark,4.0 out of 5 stars
"The stiches came out within 40 days. What is the point in paying premium for such bad quality?

Request Amazon to arrange for return (as per the description there is one year warranty on the product)! The return window closes 14 days from the date of delivery. Not sure whether replacement will be provided. Be careful while buying this product.",1.0 out of 5 stars
Its good but pricey when compared to the quality,4.0 out of 5 stars
The quality of the product is very good and 3 compartment is there and you know why iam giving 4 star they mentioned they will give rain cover but they didn't give,4.0 out of 5 stars
"A budget friendly, good to go bagpack! Light weight & spacious!",5.0 out of 5 stars
I use this product for school and travelling,5.0 out of 5 stars
"Lifhr weight.
Good for travelling purpose.
Good to use as school bag.
Water resistance?
I am not sure.
This is second bag purchase from Amazon and I like the quality of bag.
Cheers!",5.0 out of 5 stars
"Overall good product
Lightweight with enough space",5.0 out of 5 stars
Fabric quality is okay. Don't expect too much at this price. Rain cover missing. Zips are not that great,4.0 out of 5 stars
Amazing,3.0 out of 5 stars
Yaah,4.0 out of 5 stars
very good,5.0 out of 5 stars
The color is nice & it's good to carry business it is lightweight. To the school going students this is really recommended,4.0 out of 5 stars
East to carry luggage,4.0 out of 5 stars
Quality is not up to mark on basis of rupees given,3.0 out of 5 stars
"QUALITY IS GOOD, BAG IS STURDY ,DELIVERY WAS FAST",5.0 out of 5 stars
My son is carrying it to his school and liked it.,4.0 out of 5 stars
Light weight,4.0 out of 5 stars
That's cool and comfortable,5.0 out of 5 stars
Yes worth it,4.0 out of 5 stars
Awesome product,5.0 out of 5 stars
Ok,5.0 out of 5 stars
"The bag doesn't hold its full capacity. It has a lot of space, but the quality of the material will be like it will tear within one month if load with full capacity. Durability is very less.",2.0 out of 5 stars
Very good and original quality bag. l satisfied with the product. l like this ulra light weight bag,5.0 out of 5 stars
"Waste of money, it is not waterproof also",2.0 out of 5 stars
"It's pretty good,its comfortable to carry,it's water resistant and heavy less!.I like it and i didn't get any disadvantage until now!...",4.0 out of 5 stars
Light weight... Fine supreme,5.0 out of 5 stars
Its a good buy,3.0 out of 5 stars
"No dislike for this product.
Should buy it.",5.0 out of 5 stars
The product is pathetic and not upto standards. I tried to return it but got notification as return cancelled at pickup. I never got any call from return agent. Very bad experience. Tried to return it thrice but same story everytime. Amazon needs work on their logistics for return.,1.0 out of 5 stars
"Extremely poor quality, in within a month’s usage it has got torn from three places. Space usage is also uncomfortable.",1.0 out of 5 stars
White colour bohot jaldi nikal ja raha hai,4.0 out of 5 stars
"After using for mote then 3 months ..
Only I will say best product at this cost
#value for money",5.0 out of 5 stars
Super,5.0 out of 5 stars
Very good product,5.0 out of 5 stars
Nice bag,5.0 out of 5 stars
gud product,5.0 out of 5 stars
Worth of money,5.0 out of 5 stars
Good Quality Product,5.0 out of 5 stars
Product is good but it doesn't come with rain cover,4.0 out of 5 stars
"Pros...
Big bag at better price.
Light weight.

Cons.
Bag loses shape with luggage.. when filled with clothes becomes a pillow.
From Zip have only one zip. Which makes the entire compartment useless.. to access some thing in this , zip should be opened completely.",3.0 out of 5 stars
Very Good product Impressive design and handeling,5.0 out of 5 stars
Bag photos and bag reality is different,3.0 out of 5 stars
Good quality bag... At low prices,5.0 out of 5 stars
A good product.,3.0 out of 5 stars
Looks fake to me. Very cheap matrial. Doesn't look long lasting. The threads are coming off the bag. Built quality is questionable.,3.0 out of 5 stars
"Nothing bad , everything good",5.0 out of 5 stars
Like,5.0 out of 5 stars
"Packaging is very poor, not expected this poor quality packaging from Amazon Prime.Very disappointed with this experience..
Water resistant is not good. Bag is light weight it's good. But material quality is avarage not as expected!!!.",4.0 out of 5 stars
Great at 250 at sale,4.0 out of 5 stars
Likely,5.0 out of 5 stars
Nice product,5.0 out of 5 stars
The quality of the bag is good and it is also good to carry.,4.0 out of 5 stars
Super but disappointed with no laptop sleeve.and front white color words & white paint shaded.,4.0 out of 5 stars
Like this,5.0 out of 5 stars
Even after replacement the bag has no rain cover,1.0 out of 5 stars
Very good item,5.0 out of 5 stars
It's not what I expected... The bag is too bulky,3.0 out of 5 stars
"The water bottle slot isn't as rigid as it needs to be. My bottle keeps falling from it, so that's a little drawback everything else is fine.",5.0 out of 5 stars
The back should have laptop compartment overall it is good,3.0 out of 5 stars
Agar aapko brand matter karta hai to aap le sakte hai ...Maine sale mai purchase kiya tha 670 ka pada tha agar aap regular price mai buy karte h toh ye aapko 1400 ka padega ...Is tarah se dekha jaaye to aap is price range mai offline market se is se accha bag le sakte h bas brand ke naam pr loota jata h,3.0 out of 5 stars
"This product is not so durable, after some use lower portion of this bag destroyed its outer layer and comes its foam out from its inner layer",4.0 out of 5 stars
Quality is not good,2.0 out of 5 stars
"I don't like the Quality of the Product, and it's been more than 2 weeks I have raise return request no one's turned up till today... 😶",2.0 out of 5 stars
Awesome Quality,5.0 out of 5 stars
School,5.0 out of 5 stars
Bag quality no issue but very small,2.0 out of 5 stars
Good looking and light weight.,4.0 out of 5 stars
School bag,5.0 out of 5 stars
"Using from last 4 month
Good quality",4.0 out of 5 stars
Print quality need to be improve..,4.0 out of 5 stars
Very good,5.0 out of 5 stars
"Quality is good. Not much as expected. And also fake American tourister backpack
Best if you buy at price of 699. I got this at price of 799.",3.0 out of 5 stars
"Not as good as expected!!
Very disappointing
Only few chains are there and 3 proper shelf in it .
Hope it will improve",3.0 out of 5 stars
🙂,4.0 out of 5 stars
Best Bag . Water resistive and comfortable to use . Best for tourism and picnics. Loved this bag a lot .,4.0 out of 5 stars
"Nice one , value for money 💸💰💸",4.0 out of 5 stars
"Laptop pack should be there,at this price",3.0 out of 5 stars
best quality,5.0 out of 5 stars
❤️❤️💕💕🙏🙏🙏🙏✅✅✅ very nice 👌,5.0 out of 5 stars
Delivered as shown on site,5.0 out of 5 stars
"Color is not that much bright as appeared in the images, except that good product..",4.0 out of 5 stars
Easy to carry. Very flexible. Awesome look,5.0 out of 5 stars
Quality is good for the price however it doesn't look very fancy,4.0 out of 5 stars
Good & worthy,4.0 out of 5 stars
"Super light weight ......
But because of light colour we want to matain",4.0 out of 5 stars
I like for look and brand,4.0 out of 5 stars
Average,4.0 out of 5 stars
"Have third class print on front pocket... within 10-12 days it's starting feel off from the bag fabric...

Having soo worst experience...",2.0 out of 5 stars
It is light weight but material used in is not up-to mark. Next the back support stitching is too not comfortable. Rest are OK. Inner lining is very good. For school bag it's perfect but those want a travel bag they must go for a little better option.,3.0 out of 5 stars
For travel it's good product,5.0 out of 5 stars
Light weight travel bag.One must try first and comment.,5.0 out of 5 stars
Not recieved rain cover for bag,1.0 out of 5 stars
Standard for college students.,4.0 out of 5 stars
Ok,4.0 out of 5 stars
"This bagpack is not made for office purpose ...
This is very useful for school and traveling...
It should be under ₹600 .... Not more than it",3.0 out of 5 stars
It's a good bag for 32 liters. Especially school students. Some may find it less spacious. But easy to carry around with two bottle holders and soft padding.,4.0 out of 5 stars
Looks good. Size is fine for school. Quite spacious.will update the review if I see any issues after some time because of weat and tear.,4.0 out of 5 stars
Good quality,4.0 out of 5 stars
look is fabulous.. quality is not so good...,4.0 out of 5 stars
"Best product , light weight, comfortable in carrying, good looking! I bought at Rs 799. Best for school and college going persons as well as for tour!",4.0 out of 5 stars
Quality not at all good seems like duplicate and fake,1.0 out of 5 stars
Purchased this bag on June 22. Within a month the bag compartment collapsed with book load. The books wont stay in place and are getting crumpled and folded. Very bad quality bag. Not sure if this is a genuine product. Please dony waste money buying this bag.,1.0 out of 5 stars
Yes I like a little bit but not Sutysfied,3.0 out of 5 stars
Verry Good Traveling bag,4.0 out of 5 stars
The was ok for a month then meterial started tear off from the stitches,1.0 out of 5 stars
Good,5.0 out of 5 stars
Bag is light weighted but small and quality is compromised. Not satisfied by the product. Product is not as good as shown here.,3.0 out of 5 stars
Good product,4.0 out of 5 stars
Very bad cloths.pls return. Why are pickup the bag,1.0 out of 5 stars
Very nice bag.,5.0 out of 5 stars
Thik Thak hai.. Paisa jada hai to le la marde..log lekinn laptapwa rakhe bade zagah nahi ba,3.0 out of 5 stars
Good quality,5.0 out of 5 stars
Good product,4.0 out of 5 stars
The quality was not good. It was not looking good for the colour and design,1.0 out of 5 stars
It's light in weight... And comfortable to use,4.0 out of 5 stars
Value of money,4.0 out of 5 stars
"While cost is considered I bought it really cheap less than 900 or 800 ,I don't remember , and with respect to price it can be accept but in not a product which you can see the quality also you cant carry a lot of items it as it may not handle it for regular use just to go to college you an use but if you in school not recommended for you as you need to carry a lot of things.
It is light weight w.r.t its size also not recommended to carry laptop as the cloth it is make up of is very delicate and wont provide any kind of padding
There are a lot of pockets in the first compartment which you will be of a great use
If you are thinking to buy this bag I would recommend you to put a little more amount of money and buy a better one
This one is sold in market because in has a logo of american tuorister nothing more than that",3.0 out of 5 stars
